uniqueid,deviceid,date,starttime,endtime,lat,lon,altitude,precision,grid,photo,severity,estpop,pointofinterest
51266599,357083079604919,3/28/2019,2019-03-28T11:33:59.454+02,2019-03-28T11:34:43.080+02,-19.13307,34.084035,345.4,4.7,H4,1553765660756.jpg,Of concern,Less than 100,House(s)
51266621,357083079604919,3/28/2019,2019-03-28T11:34:58.234+02,2019-03-28T11:35:42.042+02,-19.1511666666667,34.1133733333333,265.6,4.8,H4,1553765728271.jpg,Of concern,"Between 101 and 1,000",House(s)
51266648,357083079604919,3/28/2019,2019-03-28T11:35:44.522+02,2019-03-28T11:36:25.345+02,-19.1672683333333,34.1268983333333,228.5,4.8,H4,1553765768694.jpg,Of concern,"Between 101 and 1,000",House(s)
51266701,357083079604919,3/28/2019,2019-03-28T11:36:33.693+02,2019-03-28T11:37:03.086+02,-19.1776216666667,34.1460316666667,212.7,4.6,H4,1553765811386.jpg,Of concern,Less than 100,House(s)
51266778,357083079604919,3/28/2019,2019-03-28T11:37:12.269+02,2019-03-28T11:38:05.624+02,-19.1820833333333,34.1647733333333,202.5,4.6,H4,1553765872961.jpg,No / Minor,"Between 101 and 1,000",Other type of infrastructure
51266861,357083079604919,3/28/2019,2019-03-28T11:38:08.371+02,2019-03-28T11:38:44.795+02,-19.1757633333333,34.1856133333333,190.9,4.8,H4,1553765903653.jpg,Of concern,"Between 1,001 and 5,000",House(s)
51267278,357083079604919,3/28/2019,2019-03-28T11:38:50.755+02,2019-03-28T11:39:58.129+02,-19.1669133333333,34.1983966666667,172.8,4.8,H4,1553765983059.jpg,Serious,"Between 101 and 1,000",Other type of infrastructure
51267327,357083079604919,3/28/2019,2019-03-28T11:40:01.257+02,2019-03-28T11:44:41.016+02,-19.1708466666667,34.2013783333333,179.3,4.6,G4,1553766017385.jpg,Serious,"Between 1,001 and 5,000",House(s)
51267375,357083079604919,3/28/2019,2019-03-28T11:41:07.231+02,2019-03-28T11:44:26.474+02,-19.1677716666667,34.2158816666667,163.7,4.7,G4,1553766087601.jpg,Serious,"Between 1,001 and 5,000",House(s)
51267439,357083079604919,3/28/2019,2019-03-28T11:42:03.342+02,2019-03-28T11:44:11.248+02,-19.1743,34.2030783333333,151.2,4.3,G4,1553766145080.jpg,Serious,"Between 1,001 and 5,000",House(s)
51267477,357083079604919,3/28/2019,2019-03-28T11:42:46.394+02,2019-03-28T11:43:55.778+02,-19.1809183333333,34.2137566666667,150.8,4.9,G4,1553766180017.jpg,Serious,"Between 101 and 1,000",House(s)
51267500,357083079604919,3/28/2019,2019-03-28T11:44:46.842+02,2019-03-28T11:45:26.955+02,-19.2139416666667,34.2516566666667,163.9,4.5,G4,1553766308010.jpg,Of concern,"Between 101 and 1,000",House(s)
51267652,357083079604919,3/28/2019,2019-03-28T11:46:17.578+02,2019-03-28T11:47:06.939+02,-19.24777,34.2833733333333,136.5,3.9,G4,1553766405131.jpg,Of concern,Less than 100,House(s)
51267682,357083079604919,3/28/2019,2019-03-28T11:47:13.925+02,2019-03-28T11:47:46.313+02,-19.2654733333333,34.2971316666667,129.6,4.8,G4,1553766449663.jpg,Of concern,Less than 100,House(s)
51267708,357083079604919,3/28/2019,2019-03-28T11:48:06.996+02,2019-03-28T11:48:35.051+02,-19.2840316666667,34.315295,122.7,4.9,G4,1553766501504.jpg,Of concern,Less than 100,House(s)
51267792,357083079604919,3/28/2019,2019-03-28T11:48:39.969+02,2019-03-28T11:49:09.788+02,-19.2941283333333,34.32713,114.3,4.8,G4,1553766535924.jpg,Serious,Less than 100,House(s)
51267813,357083079604919,3/28/2019,2019-03-28T11:49:14.814+02,2019-03-28T11:49:50.814+02,-19.30645,34.3436783333333,128.3,4.7,G4,1553766578464.jpg,No / Minor,None,Other type of infrastructure
51268031,357083079604919,3/28/2019,2019-03-28T11:51:05.416+02,2019-03-28T11:52:53.400+02,-19.3488166666667,34.3607033333333,144.4,5,G5,1553766716073.jpg,Of concern,"Between 101 and 1,000",Bridge
51268064,357083079604919,3/28/2019,2019-03-28T11:53:36.700+02,2019-03-28T11:54:16.208+02,-19.3731633333333,34.3919233333333,133.2,4.8,G5,1553766837876.jpg,Severe,"Between 1,001 and 5,000",Spontaneous sttlement
51268199,357083079604919,3/28/2019,2019-03-28T11:54:28.654+02,2019-03-28T11:55:14.720+02,-19.385585,34.4086833333333,125.7,4.5,G5,1553766898130.jpg,Of concern,"Between 101 and 1,000",House(s)
51268433,357083079604919,3/28/2019,2019-03-28T11:55:28.277+02,2019-03-28T11:56:23.118+02,-19.404725,34.4282583333333,159.9,5,G5,1553766968734.jpg,Serious,"Between 1,001 and 5,000",House(s)
51268561,357083079604919,3/28/2019,2019-03-28T11:57:56.892+02,2019-03-28T11:58:50.744+02,-19.4270966666667,34.5022383333333,339.9,4.9,G6,1553767114864.jpg,Of concern,None,None
51268668,357083079604919,3/28/2019,2019-03-28T12:01:57.428+02,2019-03-28T12:03:37.460+02,-19.5032816666667,34.5988716666667,197.9,5,E6,1553767397715.jpg,Of concern,"Between 101 and 1,000",Other type of infrastructure
51268751,357083079604919,3/28/2019,2019-03-28T12:03:42.257+02,2019-03-28T12:04:37.774+02,-19.5037933333333,34.60261,197.9,4.4,G6,1553767462207.jpg,Serious,"Between 101 and 1,000",Spontaneous sttlement
51268771,357083079604919,3/28/2019,2019-03-28T12:04:40.749+02,2019-03-28T12:05:34.282+02,-19.4886366666667,34.59678,168.3,4.8,G6,1553767522984.jpg,Serious,"Between 1,001 and 5,000",Spontaneous sttlement
51269028,357083079604919,3/28/2019,2019-03-28T12:05:38.455+02,2019-03-28T12:06:15.173+02,-19.5031466666667,34.6045116666667,158.1,4.9,G6,1553767560431.jpg,Serious,"Between 1,001 and 5,000",House(s)
51269044,357083079604919,3/28/2019,2019-03-28T12:07:11.633+02,2019-03-28T12:07:56.223+02,-19.5417883333333,34.6291333333333,192.6,4.6,F7,1553767654382.jpg,Of concern,"Between 101 and 1,000",Spontaneous sttlement
51269169,357083079604919,3/28/2019,2019-03-28T12:10:24.026+02,2019-03-28T12:11:40.733+02,-19.57967,34.7246133333333,249,4.8,E7,1553767873740.jpg,Of concern,"Between 101 and 1,000",Spontaneous sttlement
51414773,357083077030448,3/29/2019,2019-03-29T15:05:36.245+02,2019-03-29T15:08:29.770+02,-19.7975366666667,34.90039,12,4.1,E7,1553864884396.jpg,No / Minor,None,Airport / Airfield / Landing strip
51415735,357083077030448,3/29/2019,2019-03-29T15:25:28.974+02,2019-03-29T15:26:43.348+02,-19.4630833333333,34.3785733333333,223.8,6.7,G6,1553865966190.jpg,Serious,None,Bridge
51415741,357083077030448,3/29/2019,2019-03-29T15:33:25.912+02,2019-03-29T15:35:29.905+02,-19.2217166666667,34.1484216666667,366.2,4.5,H3,1553866513524.jpg,No / Minor,Less than 100,House(s)
51415752,357083077030448,3/29/2019,2019-03-29T15:35:34.059+02,2019-03-29T15:36:32.885+02,-19.198225,34.1155916666667,366.8,4.8,H3,1553866574559.jpg,No / Minor,Less than 100,House(s)
51415767,357083077030448,3/29/2019,2019-03-29T15:37:22.737+02,2019-03-29T15:37:48.445+02,-19.1736583333333,34.0701,367.7,5.5,H3,1553866655421.jpg,No / Minor,Less than 100,House(s)
51415783,357083077030448,3/29/2019,2019-03-29T15:38:28.143+02,2019-03-29T15:39:18.303+02,-19.15682,34.0332916666667,369.7,5.3,I3,1553866724902.jpg,No / Minor,None,Bridge
51415786,357083077024201,3/29/2019,2019-03-29T15:05:57.883+02,2019-03-29T15:08:41.220+02,-19.7972033333333,34.9004966666667,187.4,4.9,F7,1553864898400.jpg,No / Minor,"Between 101 and 1,000",Airport / Airfield / Landing strip
51415799,357083077024201,3/29/2019,2019-03-29T15:18:27.317+02,2019-03-29T15:19:03.912+02,-19.61873,34.596825,185.9,5,G7,1553865524197.jpg,No / Minor,None,None
51415800,357083077030448,3/29/2019,2019-03-29T15:40:09.378+02,2019-03-29T15:41:44.815+02,-19.1147566666667,33.943025,499.7,4.7,I2,1553866888135.jpg,No / Minor,Less than 100,House(s)
51415818,357083077024201,3/29/2019,2019-03-29T15:19:43.576+02,2019-03-29T15:21:03.516+02,-19.5920466666667,34.5580266666667,183.1,5,G6,1553865638325.jpg,No / Minor,None,None
51415822,357083077030448,3/29/2019,2019-03-29T15:42:14.362+02,2019-03-29T15:42:52.862+02,-19.095405,33.9098016666667,534.3,5,I2,1553866955355.jpg,No / Minor,Less than 100,House(s)
51415834,357083077024201,3/29/2019,2019-03-29T15:23:00.156+02,2019-03-29T15:23:31.580+02,-19.5233216666667,34.4572016666667,182.2,4.9,G5,1553865794585.jpg,No / Minor,None,None
51415844,357083077024201,3/29/2019,2019-03-29T15:25:54.312+02,2019-03-29T15:27:47.907+02,-19.4242416666667,34.3581233333333,186.8,4.9,H5,1553866035066.jpg,Serious,Less than 100,None
51415849,357083077024201,3/29/2019,2019-03-29T15:29:11.654+02,2019-03-29T15:30:06.480+02,-19.3595266666667,34.3038716666667,289.5,4.7,H4,1553866189784.jpg,Of concern,Less than 100,Bridge
51415848,357083077030448,3/29/2019,2019-03-29T15:43:21.989+02,2019-03-29T15:43:49.798+02,-19.0603516666667,33.8995383333333,606.6,5.3,I2,1553867018267.jpg,No / Minor,Less than 100,House(s)
51415854,357083077024201,3/29/2019,2019-03-29T15:32:50.495+02,2019-03-29T15:35:47.898+02,-19.2130433333333,34.13714,388.3,4.2,H3,1553866528628.jpg,No / Minor,None,None
51415857,357083077030448,3/29/2019,2019-03-29T15:44:00.180+02,2019-03-29T15:44:27.245+02,-19.0431183333333,33.8873066666667,619.2,4.6,I2,1553867054756.jpg,No / Minor,Less than 100,House(s)
51415862,357083077024201,3/29/2019,2019-03-29T15:35:54.231+02,2019-03-29T15:36:31.179+02,-19.1996366666667,34.1176383333333,350.8,5,H3,1553866567642.jpg,Of concern,Less than 100,House(s)
51415866,357083077030448,3/29/2019,2019-03-29T15:45:00.633+02,2019-03-29T15:45:31.450+02,-19.0342416666667,33.8535133333333,658.7,4.5,I2,1553867115401.jpg,No / Minor,Less than 100,House(s)
51415871,357083077024201,3/29/2019,2019-03-29T15:36:44.459+02,2019-03-29T15:37:25.522+02,-19.1832233333333,34.0899616666667,348.7,4.2,H3,1553866630600.jpg,Of concern,"Between 101 and 1,000",House(s)
51415875,357083077030448,3/29/2019,2019-03-29T15:46:26.116+02,2019-03-29T15:46:58.440+02,-19.059075,33.8108816666667,645.4,4.8,I2,1553867204038.jpg,No / Minor,Less than 100,House(s)
51415877,357083077024201,3/29/2019,2019-03-29T15:38:21.781+02,2019-03-29T15:38:50.755+02,-19.1574233333333,34.0342716666667,271.7,4.4,H3,1553866718894.jpg,Of concern,"Between 101 and 1,000",House(s)
51415881,357083077030448,3/29/2019,2019-03-29T15:47:04.933+02,2019-03-29T15:47:30.637+02,-19.0755916666667,33.8003416666667,648.4,4.5,I2,1553867240303.jpg,No / Minor,Less than 100,House(s)
51415884,357083077024201,3/29/2019,2019-03-29T15:40:50.944+02,2019-03-29T15:41:49.189+02,-19.11983,33.953585,465.2,4.5,I2,1553866892374.jpg,Of concern,Less than 100,House(s)
51415887,357083077030448,3/29/2019,2019-03-29T15:47:35.334+02,2019-03-29T15:48:06.283+02,-19.091925,33.80199,565.2,4.7,I2,1553867272708.jpg,No / Minor,Less than 100,House(s)
51415888,357083077024201,3/29/2019,2019-03-29T15:41:52.711+02,2019-03-29T15:42:21.884+02,-19.1042533333333,33.92143,608.7,4.6,I2,1553866926903.jpg,Of concern,Less than 100,House(s)
51415898,357083077030448,3/29/2019,2019-03-29T15:48:12.889+02,2019-03-29T15:49:19.337+02,-19.1019666666667,33.808385,563.4,4.5,I2,1553867339474.jpg,Of concern,"Between 101 and 1,000",House(s)
51415902,357083077024201,3/29/2019,2019-03-29T15:42:25.834+02,2019-03-29T15:43:00.607+02,-19.090745,33.9075083333333,603.2,4.4,I2,1553866964189.jpg,Of concern,Less than 100,House(s)
51415912,357083077024201,3/29/2019,2019-03-29T15:43:04.424+02,2019-03-29T15:43:37.906+02,-19.0686966666667,33.9013616666667,584.3,3.9,I2,1553867003258.jpg,Of concern,"Between 101 and 1,000",House(s)
51415914,357083077030448,3/29/2019,2019-03-29T15:49:28.567+02,2019-03-29T15:50:02.995+02,-19.11406,33.825025,563.4,5.8,I2,1553867384793.jpg,No / Minor,Less than 100,House(s)
51415923,357083077024201,3/29/2019,2019-03-29T15:43:48.781+02,2019-03-29T15:44:33.231+02,-19.0473483333333,33.8918766666667,633.4,4.7,I2,1553867054894.jpg,Of concern,Less than 100,House(s)
51415925,357083077030448,3/29/2019,2019-03-29T15:50:06.077+02,2019-03-29T15:50:37.009+02,-19.1261083333333,33.8402616666667,547.8,5.2,I2,1553867425173.jpg,No / Minor,Less than 100,House(s)
51415929,357083077024201,3/29/2019,2019-03-29T15:44:38.529+02,2019-03-29T15:45:08.578+02,-19.0354583333333,33.8668083333333,682.6,4.5,I2,1553867092012.jpg,Of concern,Less than 100,House(s)
51415930,357083077030448,3/29/2019,2019-03-29T15:50:42.067+02,2019-03-29T15:55:22.950+02,-19.1858116666667,33.9335733333333,406.7,4.9,I2,1553867687543.jpg,Of concern,"More than 5,000",House(s)
51415935,357083077024201,3/29/2019,2019-03-29T15:45:12.334+02,2019-03-29T15:46:20.740+02,-19.0343516666667,33.845265,698,4.1,I2,1553867131586.jpg,Of concern,Less than 100,House(s)
51415937,357083077030448,3/29/2019,2019-03-29T15:55:27.342+02,2019-03-29T15:56:55.837+02,-19.2350966666667,33.954945,352.1,7.4,I2,1553867797785.jpg,No / Minor,Less than 100,Building
51415943,357083077024201,3/29/2019,2019-03-29T15:46:27.155+02,2019-03-29T15:47:02.215+02,-19.05783,33.8118333333333,709.9,4.5,I2,1553867200926.jpg,Of concern,Less than 100,House(s)
51415944,357083077030448,3/29/2019,2019-03-29T15:57:01.018+02,2019-03-29T15:57:38.623+02,-19.2496783333333,33.9708683333333,349.4,6.3,I2,1553867833827.jpg,No / Minor,Less than 100,House(s)
51415955,357083077024201,3/29/2019,2019-03-29T15:47:10.779+02,2019-03-29T15:47:55.530+02,-19.0821516666667,33.7998483333333,635.9,4.6,I2,1553867261592.jpg,Of concern,"Between 1,001 and 5,000",House(s)
51415957,357083077030448,3/29/2019,2019-03-29T15:57:51.343+02,2019-03-29T15:58:44.257+02,-19.27611,34.0011616666667,299.1,4.7,I2,1553867910318.jpg,No / Minor,Less than 100,House(s)
51415969,357083077024201,3/29/2019,2019-03-29T15:47:58.221+02,2019-03-29T15:49:40.857+02,-19.1046483333333,33.812325,608.7,5,I2,1553867337471.jpg,Of concern,"Between 101 and 1,000",Other type of infrastructure
51415975,357083077030448,3/29/2019,2019-03-29T15:58:49.194+02,2019-03-29T15:59:23.740+02,-19.2884233333333,34.0163833333333,292.3,5.1,I2,1553867946825.jpg,Of concern,Less than 100,House(s)
51415989,357083077024201,3/29/2019,2019-03-29T15:49:48.877+02,2019-03-29T15:50:34.249+02,-19.12011,33.83248,571.9,4.9,I2,1553867407449.jpg,Of concern,Less than 100,House(s)
51415996,357083077030448,3/29/2019,2019-03-29T16:00:01.456+02,2019-03-29T16:00:41.829+02,-19.3153016666667,34.05027,291.3,6.2,G3,1553868024928.jpg,No / Minor,Less than 100,House(s)
51416009,357083077024201,3/29/2019,2019-03-29T15:50:40.712+02,2019-03-29T15:51:17.020+02,-19.1267716666667,33.8560633333333,528.9,4.8,I2,1553867454747.jpg,Of concern,Less than 100,House(s)
51416013,357083077030448,3/29/2019,2019-03-29T16:01:26.025+02,2019-03-29T16:02:03.388+02,-19.3437466666667,34.0793866666667,283.7,4.7,G3,1553868104684.jpg,No / Minor,Less than 100,Building
51416021,357083077024201,3/29/2019,2019-03-29T15:51:36.777+02,2019-03-29T15:52:25.343+02,-19.118345,33.89004,539.8,4.7,E6,1553867528257.jpg,Of concern,Less than 100,House(s)
51416025,357083077030448,3/29/2019,2019-03-29T16:02:10.886+02,2019-03-29T16:02:41.318+02,-19.3585383333333,34.097635,279.9,5,G3,1553868145258.jpg,No / Minor,Less than 100,House(s)
51416037,357083077024201,3/29/2019,2019-03-29T15:54:25.413+02,2019-03-29T15:55:01.534+02,-19.1881133333333,33.932805,403.4,4.6,H3,1553867685139.jpg,Of concern,"Between 1,001 and 5,000",House(s)
51416038,357083077030448,3/29/2019,2019-03-29T16:02:56.621+02,2019-03-29T16:03:23.500+02,-19.3737516666667,34.116875,281.6,4.5,G3,1553868189041.jpg,No / Minor,Less than 100,House(s)
51416046,357083077030448,3/29/2019,2019-03-29T16:04:06.799+02,2019-03-29T16:04:32.354+02,-19.3973633333333,34.1466666666667,227.8,6.6,G3,1553868260147.jpg,No / Minor,Less than 100,House(s)
51416047,357083077024201,3/29/2019,2019-03-29T15:56:12.337+02,2019-03-29T15:56:56.709+02,-19.2344116666667,33.95427,402.2,4.6,H4,1553867799722.jpg,Of concern,Less than 100,House(s)
51416065,357083077024201,3/29/2019,2019-03-29T15:57:32.061+02,2019-03-29T15:58:16.349+02,-19.261615,33.9831266666667,331.1,4.3,H3,1553867865565.jpg,Of concern,Less than 100,House(s)
51416063,357083077030448,3/29/2019,2019-03-29T16:04:35.035+02,2019-03-29T16:05:00.621+02,-19.4061016666667,34.1605383333333,205.1,5,G3,1553868288186.jpg,No / Minor,Less than 100,House(s)
51416092,357083077030448,3/29/2019,2019-03-29T16:05:10.466+02,2019-03-29T16:05:54.663+02,-19.424085,34.1708233333333,202.3,4.5,G3,1553868331666.jpg,No / Minor,Less than 100,Other type of infrastructure
51416095,357083077024201,3/29/2019,2019-03-29T15:58:52.696+02,2019-03-29T16:00:18.384+02,-19.28938,34.0176633333333,285.6,4.6,G3,1553867946922.jpg,Of concern,Less than 100,House(s)
51416119,357083077024201,3/29/2019,2019-03-29T16:00:23.318+02,2019-03-29T16:01:02.598+02,-19.3199933333333,34.0552633333333,287.7,4,G3,1553868045099.jpg,Of concern,Less than 100,House(s)
51416121,357083077030448,3/29/2019,2019-03-29T16:06:38.541+02,2019-03-29T16:08:05.344+02,-19.4700466666667,34.2263983333333,192.5,4.4,F4,1553868461151.jpg,No / Minor,None,Other type of infrastructure
51416129,357083077024201,3/29/2019,2019-03-29T16:01:50.612+02,2019-03-29T16:02:19.496+02,-19.3520666666667,34.0895333333333,280.2,4.7,G4,1553868123814.jpg,Of concern,Less than 100,House(s)
51416131,357083077030448,3/29/2019,2019-03-29T16:10:00.973+02,2019-03-29T16:10:40.978+02,-19.5253383333333,34.2897433333333,106.1,4.8,F5,1553868617587.jpg,No / Minor,Less than 100,House(s)
51416137,357083077024201,3/29/2019,2019-03-29T16:02:28.238+02,2019-03-29T16:02:57.958+02,-19.3651816666667,34.1063366666667,281.5,4.2,G4,1553868163969.jpg,Of concern,"Between 101 and 1,000",House(s)
51416142,357083077030448,3/29/2019,2019-03-29T16:15:28.428+02,2019-03-29T16:16:09.158+02,-19.6311083333333,34.4178866666667,256.6,5,F5,1553868945750.jpg,No / Minor,Less than 100,House(s)
51416143,357083077024201,3/29/2019,2019-03-29T16:03:15.817+02,2019-03-29T16:03:44.196+02,-19.3806916666667,34.1251766666667,278.3,4.6,F4,1553868208953.jpg,Of concern,Less than 100,House(s)
51416151,357083077030448,3/29/2019,2019-03-29T16:16:15.110+02,2019-03-29T16:17:43.904+02,-19.664825,34.4581083333333,253.9,4.8,F5,1553869048964.jpg,No / Minor,Less than 100,Building
51416156,357083077024201,3/29/2019,2019-03-29T16:03:55.796+02,2019-03-29T16:04:26.647+02,-19.3944233333333,34.1417966666667,241.9,4.6,G4,1553868251240.jpg,Of concern,Less than 100,House(s)
51416163,357083077030448,3/29/2019,2019-03-29T16:18:46.438+02,2019-03-29T16:26:14.670+02,-19.871845,34.5903,282.9,5,D6,1553869552537.jpg,Of concern,"Between 101 and 1,000",House(s)
51416164,357083077024201,3/29/2019,2019-03-29T16:04:38.998+02,2019-03-29T16:05:23.789+02,-19.4072883333333,34.161595,178.4,5,G4,1553868293953.jpg,Of concern,"Between 101 and 1,000",House(s)
51416173,357083077030448,3/29/2019,2019-03-29T16:26:29.304+02,2019-03-29T16:31:00.145+02,-19.9716183333333,34.5622283333333,237.1,4.6,D6,1553869737396.jpg,No / Minor,None,None
51416174,357083077024201,3/29/2019,2019-03-29T16:06:03.755+02,2019-03-29T16:08:08.900+02,-19.44251,34.1913066666667,171.4,4.6,F5,1553868452527.jpg,Of concern,Less than 100,House(s)
51416182,357083077024201,3/29/2019,2019-03-29T16:10:12.430+02,2019-03-29T16:10:40.844+02,-19.5285683333333,34.2939216666667,150.3,5,F5,1553868624670.jpg,Of concern,Less than 100,House(s)
51416183,357083077030448,3/29/2019,2019-03-29T16:31:07.575+02,2019-03-29T16:33:23.709+02,-19.976455,34.5610733333333,4.7,4.3,D6,1553869887642.jpg,Of concern,Less than 100,House(s)
51416188,357083077030448,3/29/2019,2019-03-29T16:33:41.005+02,2019-03-29T16:35:55.864+02,-20.0422216666667,34.538155,154,4.8,D6,1553870140230.jpg,No / Minor,Less than 100,Building
51416189,357083077024201,3/29/2019,2019-03-29T16:13:52.750+02,2019-03-29T16:14:30.396+02,-19.59832,34.3817783333333,225,4.7,F5,1553868849192.jpg,No / Minor,None,None
51416193,357083077030448,3/29/2019,2019-03-29T16:36:54.327+02,2019-03-29T16:40:58.998+02,-20.201955,34.4851266666667,184.3,4.9,C5,1553870435267.jpg,No / Minor,Less than 100,House(s)
51416195,357083077024201,3/29/2019,2019-03-29T16:15:37.990+02,2019-03-29T16:16:10.303+02,-19.63306,34.4200233333333,263.9,5,F6,1553868951959.jpg,Of concern,Less than 100,House(s)
51416203,357083077024201,3/29/2019,2019-03-29T16:16:18.233+02,2019-03-29T16:16:52.459+02,-19.6466083333333,34.4366383333333,269,4.9,F5,1553868996442.jpg,No / Minor,None,None
51416206,357083077030448,3/29/2019,2019-03-29T16:42:53.243+02,2019-03-29T16:49:51.370+02,-20.336945,34.4836066666667,187.5,4.4,C5,1553870964255.jpg,No / Minor,Less than 100,House(s)
51416214,357083077024201,3/29/2019,2019-03-29T16:22:50.603+02,2019-03-29T16:23:27.104+02,-19.7912866666667,34.5764783333333,308.8,4.4,E6,1553869389388.jpg,No / Minor,None,None
51416218,357083077030448,3/29/2019,2019-03-29T16:49:57.624+02,2019-03-29T16:52:31.855+02,-20.249825,34.5213366666667,182.9,4.7,C6,1553871136121.jpg,No / Minor,Less than 100,Building
51416226,357083077024201,3/29/2019,2019-03-29T16:23:50.450+02,2019-03-29T16:24:19.926+02,-19.8206,34.5714933333333,290.9,4.6,E6,1553869448507.jpg,No / Minor,None,None
51416227,357083077030448,3/29/2019,2019-03-29T17:01:00.428+02,2019-03-29T17:02:55.393+02,-20.009065,34.5585666666667,8.5,5,D6,1553871713547.jpg,Serious,Less than 100,School
